City,Location,Project Name,Property Title,Property Type,Unit Type,Area,Price (₹),Agent Name,Property Link
Jaipur,"Mohanpura, Jaipur",Unique Sapphire,2.5 BHK + Extra Room 1170 Sq.Ft. Apartment in Unique Sapphire,Apartment,2.5 BHK,Mohanpura,4500000,harish mittal ,https://www.squareyards.com/resale-2-5-bhk-extra-room-1170-sq-ft-apartment-in-unique-sapphire/9274746
Jaipur,"Ratalya, Jaipur",,905 Sq.Ft. Plot in Kapish Residency,Plot,N/A,Ratalya,4200000,pramod kumar ,https://www.squareyards.com/resale-905-sq-ft-plot-in-kapish-residency/9006959
Jaipur,"Kundan Nagar, Jaipur",Radiant The Royal Avenue,111 Sq.Yd. Plot in Radiant The Royal Avenue,Plot,N/A,Kundan Nagar,5000000,Kuldeep Singh ,https://www.squareyards.com/resale-111-sq-yd-plot-in-radiant-the-royal-avenue/9357509
Jaipur,"Patrakar Colony, Jaipur",,3 BHK 1100 Sq.Ft. Apartment in Balaji Residency 2,Apartment,3 BHK,Patrakar Colony,4200000,Umesh sharma ,https://www.squareyards.com/resale-3-bhk-1100-sq-ft-apartment-in-balaji-residency-2/9165645
Jaipur,"Dadu Dayal Nagar, Jaipur",,3 BHK 102 Sq.Yd. Villa in Dadu Dayal Nagar ,Villa,3 BHK,Dadu Dayal Nagar,18200000,Jitendra Pamnani ,https://www.squareyards.com/resale-3-bhk-102-sq-yd-villa-in-dadu-dayal-nagar/9312394
Jaipur,"Jagatpura, Jaipur",Sankalp 24 Carat,3 BHK + Pooja Room 1044 Sq.Ft. Apartment in Sankalp 24 Carat,Apartment,3 BHK,Jagatpura,8000000,Mahesh Solanki,https://www.squareyards.com/resale-3-bhk-pooja-room-1044-sq-ft-apartment-in-sankalp-24-carat/9253400
Jaipur,"Vatika Road, Jaipur",,111 Sq.Yd. Plot in Bank Officer Colony ,Plot,N/A,Vatika Road,5100000,Bhagchand Vashinav ,https://www.squareyards.com/resale-111-sq-yd-plot-in-bank-officer-colony/9250008
Jaipur,"Kalwar, Jaipur",,141 Sq.Yd. Plot in Happy Kunj Kalwar ,Plot,N/A,Kalwar,3500000,SHISHUPAL SHARMA ,https://www.squareyards.com/resale-141-sq-yd-plot-in-happy-kunj-kalwar/9255390
Jaipur,"Gokulpura, Jaipur",,3 BHK + Pooja Room 100 Sq.Yd. Villa in Babaa Builder Jaipur ,Villa,3 BHK,Gokulpura,8500000,Amit Kaushik ,https://www.squareyards.com/resale-3-bhk-pooja-room-100-sq-yd-villa-in-babaa-builder-jaipur/9033185
Jaipur,"Gandhi Path, Jaipur",Manglams Vaishali Estate,53 Sq.Yd. Plot in Manglams Vaishali Estate,Plot,N/A,Gandhi Path,0,Amit Soni ,https://www.squareyards.com/resale-53-sq-yd-plot-in-manglams-vaishali-estate/9251580
Jaipur,"Ajmer Road, Jaipur",Keshav Residency,140 Sq.Yd. Plot in Keshav Residency,Plot,N/A,Ajmer Road,6100000,Kapil Kumawat ,https://www.squareyards.com/resale-140-sq-yd-plot-in-keshav-residency/8878879
Jaipur,"Boytawala, Jaipur",Aman Enclave Boytawala,100 Sq.Yd. Plot in Aman Enclave Boytawala,Plot,N/A,Boytawala,5000000,Dharmender Kumar ,https://www.squareyards.com/resale-100-sq-yd-plot-in-aman-enclave-boytawala/9382711
Jaipur,"Vaishali Nagar, Jaipur",Park Vaishali,6 BHK + Pooja Room 120 Sq.Mt. Villa in Park Vaishali,Villa,6 BHK,Vaishali Nagar,35500000,Shree Ridhi sidhi property ,https://www.squareyards.com/resale-6-bhk-pooja-room-120-sq-mt-villa-in-park-vaishali/9183840
Jaipur,"Transport Nagar, Jaipur",,"276 Sq.Ft. Retail Shop in Galleria Mall, Sirsi Road",Shop,Shop,Transport Nagar,3200000,R Tech Group ,https://www.squareyards.com/resale-276-sq-ft-retail-shop-in-galleria-mall-sirsi-road/8776867
Jaipur,"Jagannathpura, Jaipur",,3 BHK + Pooja Room 1450 Sq.Ft. Apartment in Shivam Mentions ,Apartment,3 BHK,Jagannathpura,5700000,Moolchand Meena ,https://www.squareyards.com/resale-3-bhk-pooja-room-1450-sq-ft-apartment-in-shivam-mentions/8874176
Jaipur,"Raghunath Vihar, Jaipur",,113 Sq.Yd. Plot in Raghunath Vihar,Plot,N/A,Raghunath Vihar,1921000,Alka Vijay ,https://www.squareyards.com/resale-113-sq-yd-plot-in-raghunath-vihar/9073064
Jaipur,"Siddharth Nagar, Jaipur",,3 BHK 1554 Sq.Ft. Apartment in Siddharth Nagar,Apartment,3 BHK,Siddharth Nagar,11300000,Mohar Singh  ,https://www.squareyards.com/resale-3-bhk-1554-sq-ft-apartment-in-siddharth-nagar/8051602
Jaipur,"Adarsh Nagar, Jaipur",,3 BHK + Pooja Room 2400 Sq.Ft. Apartment in Adarsh Nagar,Apartment,3 BHK,Adarsh Nagar,16000000,Sagar Basandani,https://www.squareyards.com/resale-3-bhk-pooja-room-2400-sq-ft-apartment-in-adarsh-nagar/9225593
Jaipur,"Jagdamba Nagar, Jaipur",,6+ BHK 200 Sq.Yd. Villa in Jagdamba Nagar,Villa,6+ BHK,Jagdamba Nagar,27000000,manvendra,https://www.squareyards.com/resale-6-bhk-200-sq-yd-villa-in-jagdamba-nagar/9368005
Jaipur,"Vardhman Nagar, Jaipur",Vardhaman Alora,3 BHK + Extra Room 1580 Sq.Ft. Apartment in Vardhaman Alora,Apartment,3 BHK,Vardhman Nagar,10274000,Vikram Singh ,https://www.squareyards.com/resale-3-bhk-extra-room-1580-sq-ft-apartment-in-vardhaman-alora/9203035
Jaipur,"Gopalpura, Jaipur",,2 BHK 1100 Sq.Ft. Builder Floor in Gopalpura,Builder Floor,2 BHK,Gopalpura,4800000,shiva,https://www.squareyards.com/resale-2-bhk-1100-sq-ft-builder-floor-in-gopalpura/9208568
Jaipur,"Adarsh Nagar, Jaipur",,3 BHK 2400 Sq.Ft. Builder Floor in Shivay,Builder Floor,3 BHK,Adarsh Nagar,14200000,SACHIN MINGLANI,https://www.squareyards.com/resale-3-bhk-2400-sq-ft-builder-floor-in-shivay/9111574
Jaipur,"Muhana, Jaipur",SSBC Prangan,2 BHK 573 Sq.Ft. Apartment in SSBC Prangan,Apartment,2 BHK,Muhana,2200000,Aditi Bhalla,https://www.squareyards.com/resale-2-bhk-573-sq-ft-apartment-in-ssbc-prangan/9201065
Jaipur,"Ajmer Road, Jaipur",,3 BHK 1228 Sq.Ft. Apartment in Ajmer Road,Apartment,3 BHK,Ajmer Road,4681000,saksham Choudhary ,https://www.squareyards.com/resale-3-bhk-1228-sq-ft-apartment-in-ajmer-road/9237676
Jaipur,"Tonk Road, Jaipur",Mahima Sansaar,3 BHK 1190 Sq.Ft. Apartment in Mahima Sansaar,Apartment,3 BHK,Tonk Road,5800000,Chandresh Chandwani,https://www.squareyards.com/resale-3-bhk-1190-sq-ft-apartment-in-mahima-sansaar/9383284
Jaipur,"Manyawas, Jaipur",Balaji Urban Prime,3 BHK + Servant Room 1680 Sq.Ft. Apartment in Balaji Urban Prime,Apartment,3 BHK,Manyawas,8900000,Sanchit jain ,https://www.squareyards.com/resale-3-bhk-servant-room-1680-sq-ft-apartment-in-balaji-urban-prime/9242203
Jaipur,"Officers Campus Colony, Jaipur",,3 BHK 1900 Sq.Ft. Apartment in Prime ,Apartment,3 BHK,Officers Campus Colony,18000000,Viraaj Singh,https://www.squareyards.com/resale-3-bhk-1900-sq-ft-apartment-in-prime/9363984
Jaipur,"Basri Jogiyan, Jaipur",Riyasat Eco Park,100 Sq.Yd. Plot in Riyasat Eco Park,Plot,N/A,Basri Jogiyan,2750000,LOKESH KUMAR,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-eco-park/9349193
Jaipur,"Malviya Nagar, Jaipur",Nand Residency,3 BHK 1500 Sq.Ft. Apartment in Nand Residency,Apartment,3 BHK,Malviya Nagar,6200000,Rajandra Choudhary,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-apartment-in-nand-residency/9264307
Jaipur,"Jagatpura, Jaipur",Trimurty Ariana Phase:II,3.5 BHK + Servant Room 2176 Sq.Ft. Apartment in Trimurty Ariana Phase:II,Apartment,3.5 BHK,Jagatpura,16800000,Nidhi Agrawal,https://www.squareyards.com/resale-3-5-bhk-servant-room-2176-sq-ft-apartment-in-trimurty-ariana-phase-ii/9155839
Jaipur,"Kalyanpura, Jaipur",Captain Enclave,90 Sq.Yd. Plot in Captain Enclave,Plot,N/A,Kalyanpura,9000000,Gaurav Lalwani,https://www.squareyards.com/resale-90-sq-yd-plot-in-captain-enclave/9311122
Jaipur,"Ajmer Road, Jaipur",,100 Sq.Yd. Plot in The Riyasat Delight,Plot,N/A,Ajmer Road,3600000,shivram paridwal ,https://www.squareyards.com/resale-100-sq-yd-plot-in-the-riyasat-delight/9371910
Jaipur,"Malviya Nagar, Jaipur",,689 Sq.Ft. Office Space in Malviya Nagar,Office Space,Office Space,Malviya Nagar,16265200,Hemant,https://www.squareyards.com/resale-689-sq-ft-office-space-in-malviya-nagar/9196002
Jaipur,"Jeerota, Jaipur",Redwood Magnus,1 BHK 475 Sq.Ft. Apartment in Redwood Magnus,Apartment,1 BHK,Jeerota,3500000,Annu Kumar Jain ,https://www.squareyards.com/resale-1-bhk-475-sq-ft-apartment-in-redwood-magnus/9215594
Jaipur,"Kalwara, Jaipur",Galaxy Enclave Kalwara,4 BHK + Servant Room 2455 Sq.Ft. Apartment in Galaxy Enclave Kalwara,Apartment,4 BHK,Kalwara,27004500,Suresh Chand Raiger ,https://www.squareyards.com/resale-4-bhk-servant-room-2455-sq-ft-apartment-in-galaxy-enclave-kalwara/9199149
Jaipur,"Sitarampura, Jaipur",Riyasat Sitarampura Extension,287 Sq.Yd. Plot in Riyasat Sitarampura Extension,Plot,N/A,Sitarampura,10045000,Ravi sharma ,https://www.squareyards.com/resale-287-sq-yd-plot-in-riyasat-sitarampura-extension/9306875
Jaipur,"Dholai, Jaipur",Reliant Floresta,3 BHK 1611 Sq.Ft. Apartment in Reliant Floresta,Apartment,3 BHK,Dholai,9263250,Search abode private limited ,https://www.squareyards.com/resale-3-bhk-1611-sq-ft-apartment-in-reliant-floresta/9187160
Jaipur,"Jaisinghpura, Jaipur",Govindam Jaisinghpura,3 BHK 730 Sq.Ft. Apartment in Govindam Jaisinghpura,Apartment,3 BHK,Jaisinghpura,3000000,Govindam Group,https://www.squareyards.com/resale-3-bhk-730-sq-ft-apartment-in-govindam-jaisinghpura/9146029
Jaipur,"Shivdaspura, Jaipur",Riyasat Town,111 Sq.Yd. Plot in Riyasat Town,Plot,N/A,Shivdaspura,3330000,manoj kumar,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-town/9274112
Jaipur,"Meenawala, Jaipur",Hanumant Raghunandan Heights,3 BHK 1200 Sq.Ft. Apartment in Hanumant Raghunandan Heights,Apartment,3 BHK,Meenawala,3700000,Lovely,https://www.squareyards.com/resale-3-bhk-1200-sq-ft-apartment-in-hanumant-raghunandan-heights/9043551
Jaipur,"Ajmer Road, Jaipur",,100 Sq.Yd. Plot in Ajmer Road,Plot,N/A,Ajmer Road,1100000,Sumit Sain,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9341885
Jaipur,"Bhapura, Jaipur",,138 Sq.Yd. Land in Bhapura,Land,Land,Bhapura,2753100,Rohit Bhorayat,https://www.squareyards.com/resale-138-sq-yd-land-in-bhapura/9154017
Jaipur,"Neota, Jaipur",VRB Amber,1000 Sq.Ft. Plot in VRB Amber,Plot,N/A,Neota,3000000,Devesh Tolia,https://www.squareyards.com/resale-1000-sq-ft-plot-in-vrb-amber/9181116
Jaipur,"Chandpol Bazar, Jaipur",,4500 Sq.Ft. Land in Chandpol Bazar,Land,Land,Chandpol Bazar,90000000,Yash Gupta,https://www.squareyards.com/resale-4500-sq-ft-land-in-chandpol-bazar/9261621
Jaipur,"Patrakar Colony, Jaipur",,65 Sq.Mt. Land in Patrakar Colony,Land,Land,Patrakar Colony,6500000,Vinit Singh,https://www.squareyards.com/resale-65-sq-mt-land-in-patrakar-colony/9333303
Jaipur,"Jagatpura, Jaipur",VN Exclusive 444,3 BHK 1480 Sq.Ft. Apartment in VN Exclusive 444,Apartment,3 BHK,Jagatpura,7696001,deepak ,https://www.squareyards.com/resale-3-bhk-1480-sq-ft-apartment-in-vn-exclusive-444/9249690
Jaipur,"Paldi Parsa, Jaipur",Premier Arise,Studio  466 Sq.Ft. Apartment in Premier Arise,Apartment,Studio,Paldi Parsa,2097000,nitik malik ,https://www.squareyards.com/resale-studio-466-sq-ft-apartment-in-premier-arise/9122241
Jaipur,"Bhankrota, Jaipur",Pearl Avenue Bhankrota,60 Sq.Yd. Plot in Pearl Avenue Bhankrota,Plot,N/A,Bhankrota,957000,Jitendra saini,https://www.squareyards.com/resale-60-sq-yd-plot-in-pearl-avenue-bhankrota/9251871
Jaipur,"Mansarovar, Jaipur",,4 BHK 4000 Sq.Ft. Villa in Mansarovar,Villa,4 BHK,Mansarovar,27100000,Ashok Kumar,https://www.squareyards.com/resale-4-bhk-4000-sq-ft-villa-in-mansarovar/9220246
Jaipur,"Jagatpura, Jaipur",,564 Sq.Yd. Land in Jagatpura,Land,Land,Jagatpura,70500000,Kshitij Saxena,https://www.squareyards.com/resale-564-sq-yd-land-in-jagatpura/9319266
Jaipur,"Ajmer Road, Jaipur",Ace India Platinum Greens Plot,111 Sq.Yd. Plot in Ace India Platinum Greens Plot,Plot,N/A,Ajmer Road,2000000,Bhupendra kumar,https://www.squareyards.com/resale-111-sq-yd-plot-in-ace-india-platinum-greens-plot/9196708
Jaipur,"Pratap Nagar, Jaipur",,194 Sq.Ft. Retail Shop in Pratap Nagar,Shop,Shop,Pratap Nagar,5700000,Nikhil,https://www.squareyards.com/resale-194-sq-ft-retail-shop-in-pratap-nagar/9213940
Jaipur,"Mansarovar Extension, Jaipur",,311 Sq.Yd. Plot in Mansarovar Extension,Plot,N/A,Mansarovar Extension,24880000,Jaipur Leads,https://www.squareyards.com/resale-311-sq-yd-plot-in-mansarovar-extension/9307109
Jaipur,"Chittora, Jaipur",,111 Sq.Yd. Plot in Jai Sagar City,Plot,N/A,Chittora,2494419,Shyam Horizon Property ,https://www.squareyards.com/resale-111-sq-yd-plot-in-jai-sagar-city/9362354
Jaipur,"Shivdaspura, Jaipur",,109 Sq.Yd. Plot in Shivdaspura,Plot,N/A,Shivdaspura,3150100,Kamal Singh,https://www.squareyards.com/resale-109-sq-yd-plot-in-shivdaspura/9369651
Jaipur,"Ajmer Road, Jaipur",Felicity Nature Greens,166 Sq.Yd. Plot in Felicity Nature Greens,Plot,N/A,Ajmer Road,6465700,SAINI Saini Ji,https://www.squareyards.com/resale-166-sq-yd-plot-in-felicity-nature-greens/9016867
Jaipur,"Chaksu, Jaipur",,111 Sq.Yd. Plot in Ganesh Vihar Vistar 1st C,Plot,N/A,Chaksu,1492950,Niharika Rao,https://www.squareyards.com/resale-111-sq-yd-plot-in-ganesh-vihar-vistar-1st-c/9283966
Jaipur,"Kalwar Road, Jaipur",,4 BHK 126 Sq.Yd. Villa in Kalwar Road,Villa,4 BHK,Kalwar Road,9900000,Narpat Singh ,https://www.squareyards.com/resale-4-bhk-126-sq-yd-villa-in-kalwar-road/9381457
Jaipur,"Ajmer Road, Jaipur",,111 Sq.Yd. Plot in Ajmer Road,Plot,N/A,Ajmer Road,2103450,Divyank Vijayvergiya,https://www.squareyards.com/resale-111-sq-yd-plot-in-ajmer-road/9109966
Jaipur,"M I Road, Jaipur",,575 Sq.Ft. Office Space in Bharat Apartment,Office Space,Office Space,M I Road,6000000,Anubhav Kotwani,https://www.squareyards.com/resale-575-sq-ft-office-space-in-bharat-apartment/9266982
Jaipur,"Jagatpura, Jaipur",SSB Times Residency,1000 Sq.Ft. Plot in SSB Times Residency,Plot,N/A,Jagatpura,3500000,Vinayak Sharma,https://www.squareyards.com/resale-1000-sq-ft-plot-in-ssb-times-residency/9237930
Jaipur,"Sirsi Road, Jaipur",,3 BHK + Pooja Room 1500 Sq.Ft. Villa in Sirsi Road,Villa,3 BHK,Sirsi Road,9000000,Vikram Choudhary,https://www.squareyards.com/resale-3-bhk-pooja-room-1500-sq-ft-villa-in-sirsi-road/9278084
Jaipur,"Ajairajpura, Jaipur",,97 Sq.Yd. Plot in Shree Ganesham,Plot,N/A,Ajairajpura,2129150,Mahavir Prasad Goyal,https://www.squareyards.com/resale-97-sq-yd-plot-in-shree-ganesham/9073717
Jaipur,"Jaipur Ajmer Express Highway, Jaipur",,102 Sq.Yd. Plot in Jaipur Ajmer Express Highway,Plot,N/A,Jaipur Ajmer Express Highway,612000,Manish Choudhary,https://www.squareyards.com/resale-102-sq-yd-plot-in-jaipur-ajmer-express-highway/9197078
Jaipur,"Ajairajpura, Jaipur",,100 Sq.Yd. Plot in Pearl Avenue Manhidra Sez,Plot,N/A,Ajairajpura,1595000,s k Yadav ,https://www.squareyards.com/resale-100-sq-yd-plot-in-pearl-avenue-manhidra-sez/9117655
Jaipur,"Kalwara, Jaipur",Mahindra World City Jaipur,100 Sq.Yd. Plot in Mahindra World City Jaipur,Plot,N/A,Kalwara,3095000,Abhishek Kumar,https://www.squareyards.com/resale-100-sq-yd-plot-in-mahindra-world-city-jaipur/9076734
Jaipur,"Shri Ramjipura, Jaipur",,100 Sq.Yd. Plot in Akshara Greens,Plot,N/A,Shri Ramjipura,3095000,Sachin Choudhary,https://www.squareyards.com/resale-100-sq-yd-plot-in-akshara-greens/9079011
Jaipur,"Kapoorawala, Jaipur",,101 Sq.Yd. Plot in Brij Puram ,Plot,N/A,Kapoorawala,2418950,Paul ,https://www.squareyards.com/resale-101-sq-yd-plot-in-brij-puram/9088980
Jaipur,"Vatika Road, Jaipur",,100 Sq.Yd. Plot in Gunsagar Valley Lakhna ro,Plot,N/A,Vatika Road,3295000,Surendar Singh ,https://www.squareyards.com/resale-100-sq-yd-plot-in-gunsagar-valley-lakhna-ro/9258666
Jaipur,"Tonk Road, Jaipur",,100 Sq.Yd. Plot in Tonk Road,Plot,N/A,Tonk Road,3695000,Hemant singh ,https://www.squareyards.com/resale-100-sq-yd-plot-in-tonk-road/9164929
Jaipur,"Mohanpura, Jaipur",Ravi Kiran Vihar,4 BHK + Extra Room 792 Sq.Ft. Villa in Ravi Kiran Vihar,Villa,4 BHK,Mohanpura,10500000,Ankit Sharma,https://www.squareyards.com/resale-4-bhk-extra-room-792-sq-ft-villa-in-ravi-kiran-vihar/9109943
Jaipur,"Chokhi Dhani, Jaipur",,4 BHK + Pooja Room 1200 Sq.Ft. Villa in Chokhi Dhani,Villa,4 BHK,Chokhi Dhani,4500000,Tushar,https://www.squareyards.com/resale-4-bhk-pooja-room-1200-sq-ft-villa-in-chokhi-dhani/9215459
Jaipur,"Mansarovar, Jaipur",,4 BHK 1250 Sq.Ft. Independent House in Mansarovar,Independent House,4 BHK,Mansarovar,17000000,Prakash Balani,https://www.squareyards.com/resale-4-bhk-1250-sq-ft-independent-house-in-mansarovar/9273856
Jaipur,"Hathoj, Jaipur",,3 BHK 1500 Sq.Ft. Villa in Hathoj,Villa,3 BHK,Hathoj,4800000,Avinash CHANDA ,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-villa-in-hathoj/9376562
Jaipur,"Narayan Vihar, Jaipur",,3 BHK 1715 Sq.Ft. Villa in Narayan Vihar,Villa,3 BHK,Narayan Vihar,7002500,vinod pareek ,https://www.squareyards.com/resale-3-bhk-1715-sq-ft-villa-in-narayan-vihar/9333190
Jaipur,"C-Scheme, Jaipur",Om Pallacia,3 BHK + Pooja Room 2200 Sq.Ft. Apartment in Om Pallacia,Apartment,3 BHK,C-Scheme,39600000,Kunwar Sandeep Singh Shekhawat ,https://www.squareyards.com/resale-3-bhk-pooja-room-2200-sq-ft-apartment-in-om-pallacia/9002344
Jaipur,"Tonk Road, Jaipur",Real Life Residency,111 Sq.Yd. Plot in Real Life Residency,Plot,N/A,Tonk Road,3000000,Sachin Kumar,https://www.squareyards.com/resale-111-sq-yd-plot-in-real-life-residency/9125576
Jaipur,"Vaishali Nagar, Jaipur",Kediaz Corporate Club,1 BHK 650 Sq.Ft. Apartment in Kediaz Corporate Club,Apartment,1 BHK,Vaishali Nagar,2250000,Ankur Prasad,https://www.squareyards.com/resale-1-bhk-650-sq-ft-apartment-in-kediaz-corporate-club/9175435
Jaipur,"Jaisinghpura, Jaipur",,100 Sq.Yd. Plot in Jaisinghpura,Plot,N/A,Jaisinghpura,3000000,Suman Maan ,https://www.squareyards.com/resale-100-sq-yd-plot-in-jaisinghpura/9364558
Jaipur,"Mohanpura, Jaipur",,111 Sq.Yd. Plot in Mohanpura,Plot,N/A,Mohanpura,3666800,Gurjinder singh ,https://www.squareyards.com/resale-111-sq-yd-plot-in-mohanpura/9147403
Jaipur,"Ajmer Road, Jaipur",Uttam Shyamashish Park,89 Sq.Yd. Plot in Uttam Shyamashish Park,Plot,N/A,Ajmer Road,2403000,MAHENDRA SINGH ,https://www.squareyards.com/resale-89-sq-yd-plot-in-uttam-shyamashish-park/9123037
Jaipur,"Jagatpura, Jaipur",Sarthak Paradise,3 BHK 1500 Sq.Ft. Apartment in Sarthak Paradise,Apartment,3 BHK,Jagatpura,5500000,Deepesh Fagna,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-apartment-in-sarthak-paradise/9110639
Jaipur,"Tonk Road, Jaipur",,100 Sq.Yd. Plot in Ganesh Vihar ,Plot,N/A,Tonk Road,3700000,Manish Jangid,https://www.squareyards.com/resale-100-sq-yd-plot-in-ganesh-vihar/9154553
Jaipur,"Bani Park, Jaipur",,2000 Sq.Ft. Plot in Independent,Plot,N/A,Bani Park,40000000,LALI PROPERTIES.COM ,https://www.squareyards.com/resale-2000-sq-ft-plot-in-independent/9359272
Jaipur,"Malpura, Jaipur",Aakriti Enclave,200 Sq.Yd. Plot in Aakriti Enclave,Plot,N/A,Malpura,3230000,Shiv Kumar ,https://www.squareyards.com/resale-200-sq-yd-plot-in-aakriti-enclave/9305528
Jaipur,"Sirsi Road, Jaipur",,3 BHK 2150 Sq.Ft. Villa in Anandam Villa Radha Vihar,Villa,3 BHK,Sirsi Road,9490000,Sharwan Choudhary ,https://www.squareyards.com/resale-3-bhk-2150-sq-ft-villa-in-anandam-villa-radha-vihar/9356256
Jaipur,"Ajmer Road, Jaipur",,"4 BHK + Pooja Room,Servant Room 1700 Sq.Ft. Apartment in Ajmer Road",Apartment,4 BHK,Ajmer Road,12500000,SANJAY KUMAR ,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-1700-sq-ft-apartment-in-ajmer-road/9192607
Jaipur,"Sitapura, Jaipur",Riyasat Kunj,111 Sq.Yd. Plot in Riyasat Kunj,Plot,N/A,Sitapura,5100000,Mahendra Yadav ,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-kunj/9355861
Jaipur,"Kalwar Road, Jaipur",,3 BHK + Pooja Room 1600 Sq.Ft. Independent House in Kalwar Road,Independent House,3 BHK,Kalwar Road,6500000,JAINARAYAN ,https://www.squareyards.com/resale-3-bhk-pooja-room-1600-sq-ft-independent-house-in-kalwar-road/9387680
Jaipur,"Shri Kishanpura, Jaipur",Mahal Niwas,3 BHK 1395 Sq.Ft. Apartment in Mahal Niwas,Apartment,3 BHK,Shri Kishanpura,5900000,Aj home ,https://www.squareyards.com/resale-3-bhk-1395-sq-ft-apartment-in-mahal-niwas/9115224
Jaipur,"Ajmer Road, Jaipur",,152 Sq.Yd. Plot in Sood Vihar ,Plot,N/A,Ajmer Road,2475000,Abhishek sharma ,https://www.squareyards.com/resale-152-sq-yd-plot-in-sood-vihar/9261434
Jaipur,"Kalwar Road, Jaipur",,3 BHK 1800 Sq.Ft. Villa in Kalwar Road,Villa,3 BHK,Kalwar Road,6000000,Yatendra Kumar Verma ,https://www.squareyards.com/resale-3-bhk-1800-sq-ft-villa-in-kalwar-road/8156283
Jaipur,"Tonk Road, Jaipur",,799 Sq.Ft. Plot in Raghu Nandan Enclave c3,Plot,N/A,Tonk Road,4500000,ramavatar gurjar ,https://www.squareyards.com/resale-799-sq-ft-plot-in-raghu-nandan-enclave-c3/8710500
Jaipur,"Daulatpura, Jaipur",,300 Sq.Yd. Plot in Daulatpura,Plot,N/A,Daulatpura,4200000,pramod kumar ,https://www.squareyards.com/resale-300-sq-yd-plot-in-daulatpura/9084734
Jaipur,"Mahasinghpura At Keshyawala, Jaipur",Riyasat The Ring Residency,111 Sq.Yd. Plot in Riyasat The Ring Residency,Plot,N/A,Mahasinghpura At Keshyawala,3300000,Kuldeep Singh ,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-the-ring-residency/9081993
Jaipur,"Kalwar Road, Jaipur",,4 BHK 1600 Sq.Ft. Villa in Villa Homes ,Villa,4 BHK,Kalwar Road,7200000,Umesh sharma ,https://www.squareyards.com/resale-4-bhk-1600-sq-ft-villa-in-villa-homes/9309163
Jaipur,"Narayan Vihar, Jaipur",,4 BHK + Servant Room 1955 Sq.Ft. Builder Floor in Sunrise Westway Height ,Builder Floor,4 BHK,Narayan Vihar,11200000,Rakesh buhadiya ,https://www.squareyards.com/resale-4-bhk-servant-room-1955-sq-ft-builder-floor-in-sunrise-westway-height/8142285
Jaipur,"New Sanganer Road, Jaipur",,3 BHK 1200 Sq.Ft. Apartment in New Sanganer Road,Apartment,3 BHK,New Sanganer Road,4950000,Jitendra Pamnani ,https://www.squareyards.com/resale-3-bhk-1200-sq-ft-apartment-in-new-sanganer-road/9097694
Jaipur,"Chokhi Dhani, Jaipur",,111 Sq.Yd. Plot in Tiwari Wale Balaji,Plot,N/A,Chokhi Dhani,5100000,Bhagchand Vashinav ,https://www.squareyards.com/resale-111-sq-yd-plot-in-tiwari-wale-balaji/9246645
Jaipur,"Mansarovar Extension, Jaipur",,167 Sq.Yd. Plot in Krishna Sagar ,Plot,N/A,Mansarovar Extension,12000000,harish mittal ,https://www.squareyards.com/resale-167-sq-yd-plot-in-krishna-sagar/9274801
Jaipur,"Boytawala, Jaipur",Aman Enclave Boytawala,111 Sq.Yd. Plot in Aman Enclave Boytawala,Plot,N/A,Boytawala,6800000,SHISHUPAL SHARMA ,https://www.squareyards.com/resale-111-sq-yd-plot-in-aman-enclave-boytawala/8960400
Jaipur,"Jaipur Ajmer Express Highway, Jaipur",,107 Sq.Yd. Land in Jaipur Ajmer Express Highway,Land,Land,Jaipur Ajmer Express Highway,6500000,THE SAI NEST ,https://www.squareyards.com/resale-107-sq-yd-land-in-jaipur-ajmer-express-highway/9198105
Jaipur,"Railway Colony, Jaipur",Manglam Vaishali Tower II,244 Sq.Yd. Plot in Manglam Vaishali Tower II,Plot,N/A,Railway Colony,9520045,Amit Soni ,https://www.squareyards.com/resale-244-sq-yd-plot-in-manglam-vaishali-tower-ii/9155708
Jaipur,"Diggi Road, Jaipur",Rebanta Ganesham Bagh,162 Sq.Yd. Plot in Rebanta Ganesham Bagh,Plot,N/A,Diggi Road,2200000,Shree Ridhi sidhi property ,https://www.squareyards.com/resale-162-sq-yd-plot-in-rebanta-ganesham-bagh/9202523
Jaipur,"Sirsi, Jaipur",,111 Sq.Yd. Plot in Keshwa Greens,Plot,N/A,Sirsi,4883000,Kapil Kumawat ,https://www.squareyards.com/resale-111-sq-yd-plot-in-keshwa-greens/8174288
Jaipur,"Karolan Ka Barh, Jaipur",Kalyan Eva,4 BHK + Pooja Room 1600 Sq.Ft. Apartment in Kalyan Eva,Apartment,4 BHK,Karolan Ka Barh,8000000,Moolchand Meena ,https://www.squareyards.com/resale-4-bhk-pooja-room-1600-sq-ft-apartment-in-kalyan-eva/8980874
