,City,Project Name,Property Type,Locality,BHK,Area_SqFt_Number,Area_per_SqFt_Price,Affordability,Price_in_Lakh,City_Project
219,Mumbai,Verdent Boston Harbor,Apartment,Andheri West,2,784,29974,Highly Affordable,235,Mumbai - Verdent Boston Harbor
220,Mumbai,Indumani Heights,Apartment,Matunga,2,805,54907,Moderately Affordable,442,Mumbai - Indumani Heights
221,Mumbai,Kabra Metro One,Apartment,Andheri West,3,1119,42002,Moderately Affordable,470,Mumbai - Kabra Metro One
222,Mumbai,111 Hyde Park,Apartment,Malad East,4,1820,37088,Moderately Affordable,675,Mumbai - 111 Hyde Park
223,Mumbai,Raj Legacy I,Apartment,Vikhroli West,2,1090,17248,Highly Affordable,188,Mumbai - Raj Legacy I
224,Mumbai,Elite The Crown,Apartment,Tilak Nagar,2,670,26866,Highly Affordable,180,Mumbai - Elite The Crown
225,Mumbai,Sumer Valley,Apartment,Chandivali,3,1537,36435,Moderately Affordable,560,Mumbai - Sumer Valley
226,Mumbai,Shree Krishna Devasya,Apartment,Chembur,2,750,36000,Moderately Affordable,270,Mumbai - Shree Krishna Devasya
227,Mumbai,Vasukamal CHS,Apartment,Saki Vihar Road,3,1070,26636,Moderately Affordable,285,Mumbai - Vasukamal CHS
228,Mumbai,Sangam Nero,Apartment,Bandra East,2,683,40264,Moderately Affordable,275,Mumbai - Sangam Nero
229,Mumbai,Vinayak CHS Bandra East,Apartment,Bandra East,2,800,55000,Moderately Affordable,440,Mumbai - Vinayak CHS Bandra East
230,Mumbai,Sugee Atharva,Apartment,Prabhadevi,5,470,50000,Highly Affordable,235,Mumbai - Sugee Atharva
231,Mumbai,Yukti Anchor Point Oasis,Apartment,Malad West,3,980,29490,Moderately Affordable,289,Mumbai - Yukti Anchor Point Oasis
232,Mumbai,Unity Wadala CHS,Apartment,Antop Hill,1,700,23571,Highly Affordable,165,Mumbai - Unity Wadala CHS
233,Mumbai,Kings Anand Dham,Apartment,Nahur East,2,585,20513,Highly Affordable,120,Mumbai - Kings Anand Dham
234,Mumbai,Dev Leo Tower,Apartment,Oshiwara,2,670,36567,Highly Affordable,245,Mumbai - Dev Leo Tower
235,Mumbai,Platinum Life,Apartment,Andheri West,3,900,53667,Moderately Affordable,483,Mumbai - Platinum Life
236,Mumbai,Platinum Life,Apartment,Andheri West,2,665,39850,Moderately Affordable,265,Mumbai - Platinum Life
237,Mumbai,Lodha Trump Tower,Apartment,Worli,5,3378,59063,Luxury,1134,Mumbai - Lodha Trump Tower
238,Mumbai,Piramal Revanta,Apartment,Mulund West,2,660,31061,Highly Affordable,205,Mumbai - Piramal Revanta
239,Mumbai,IM Applaud 38,Apartment,Goregaon East,2,750,28000,Highly Affordable,210,Mumbai - IM Applaud 38
240,Mumbai,DB Woods,Apartment,Goregaon East,5,980,45918,Moderately Affordable,449,Mumbai - DB Woods
241,Mumbai,Runwal Bliss,Apartment,Kanjurmarg East,2,813,28905,Highly Affordable,235,Mumbai - Runwal Bliss
242,Mumbai,Lakshachandi Apartments,Apartment,Gokuldham Colony,3,1200,30417,Moderately Affordable,365,Mumbai - Lakshachandi Apartments
243,Mumbai,Dheeraj Enclave,Apartment,Borivali East,2,860,21279,Highly Affordable,183,Mumbai - Dheeraj Enclave
244,Mumbai,Kanakia Spaces Zen World,Apartment,Kanjurmarg East,2,732,32240,Highly Affordable,236,Mumbai - Kanakia Spaces Zen World
245,Mumbai,Ajmera I Land Aeon,Apartment,Bharatiya Kamala Nagar,4,1616,54146,Luxury,875,Mumbai - Ajmera I Land Aeon
246,Mumbai,N Rose Northern Hills,Apartment,Dahisar East,3,1260,29841,Moderately Affordable,376,Mumbai - N Rose Northern Hills
247,Mumbai,Hiranandani Gardens Glen Ridge,Apartment,Powai,4,2200,59063,Luxury,1134,Mumbai - Hiranandani Gardens Glen Ridge
248,Mumbai,Princecare Amaraa,Apartment,Matunga East,3,999,50951,Moderately Affordable,509,Mumbai - Princecare Amaraa
249,Mumbai,DGS Sheetal Anupam,Apartment,Malad West,3,671,28316,Highly Affordable,190,Mumbai - DGS Sheetal Anupam
250,Mumbai,Kalpataru Crest,Apartment,Bhandup West,2,813,26445,Highly Affordable,215,Mumbai - Kalpataru Crest
251,Mumbai,K Raheja Residency,Apartment,Borivali East,3,1430,23776,Moderately Affordable,340,Mumbai - K Raheja Residency
252,Mumbai,Oberoi Sky City,Apartment,Borivali East,3,1500,33333,Moderately Affordable,500,Mumbai - Oberoi Sky City
253,Mumbai,RNA Regency Park,Apartment,Kandivali West,2,1040,28846,Moderately Affordable,300,Mumbai - RNA Regency Park
254,Mumbai,Indiabulls Blu,Apartment,Worli,3,1734,57670,Luxury,1000,Mumbai - Indiabulls Blu
255,Mumbai,Kanakia Levels,Apartment,Malad East,2,747,48193,Moderately Affordable,360,Mumbai - Kanakia Levels
256,Mumbai,DB Realty Orchid Ozone,Apartment,Ketkipada,1,425,12000,Highly Affordable,51,Mumbai - DB Realty Orchid Ozone
257,Mumbai,Oberoi Realty Splendor,Apartment,Andheri East,5,889,53431,Moderately Affordable,475,Mumbai - Oberoi Realty Splendor
258,Mumbai,Kalpataru Aura,Apartment,Ghatkopar West,5,958,36326,Moderately Affordable,348,Mumbai - Kalpataru Aura
259,Mumbai,Triumph Tower,Apartment,Malad West,3,1125,31111,Moderately Affordable,350,Mumbai - Triumph Tower
260,Mumbai,Ekdant Society Andheri,Apartment,Andheri West,3,1250,30000,Moderately Affordable,375,Mumbai - Ekdant Society Andheri
261,Mumbai,Videocon Towers B CHS LTD,Apartment,Kandivali East,2,1175,17872,Highly Affordable,210,Mumbai - Videocon Towers B CHS LTD
262,Mumbai,Lalani Velentine Apartment VI,Apartment,Riddhi Gardens,2,710,24648,Highly Affordable,175,Mumbai - Lalani Velentine Apartment VI
263,Mumbai,Sheth Vasant Oasis,Apartment,Andheri East,2,1000,27000,Moderately Affordable,270,Mumbai - Sheth Vasant Oasis
264,Mumbai,Sobhaniye Riddhi Siddhi Apartment,Apartment,Matunga East,4,1450,48276,Moderately Affordable,700,Mumbai - Sobhaniye Riddhi Siddhi Apartment
265,Mumbai,Royal Palms Ruby Isle Apartment,Apartment,Goregaon East,3,1278,8607,Highly Affordable,110,Mumbai - Royal Palms Ruby Isle Apartment
266,Mumbai,Gokuldham CHS Goregaon,Apartment,Goregaon East,5,1400,35000,Moderately Affordable,490,Mumbai - Gokuldham CHS Goregaon
267,Mumbai,Fortune Heights Santacruz,Apartment,Santacruz East,2,830,25301,Highly Affordable,210,Mumbai - Fortune Heights Santacruz
268,Mumbai,Dem Icon,Apartment,Charkop Sector 2,2,684,23538,Highly Affordable,161,Mumbai - Dem Icon
269,Mumbai,Shree Darshan,Apartment,Azad Nagar,2,550,30000,Highly Affordable,165,Mumbai - Shree Darshan
270,Mumbai,Omkar Veda Exclusive,Apartment,Parel,3,1588,32746,Moderately Affordable,520,Mumbai - Omkar Veda Exclusive
271,Mumbai,Promesa Fremont,Builder Floor,Parel,2,702,42023,Moderately Affordable,295,Mumbai - Promesa Fremont
272,Mumbai,Vision Heights,Apartment,Khan Estate,5,597,26801,Highly Affordable,160,Mumbai - Vision Heights
273,Bangalore,Brigade Buena Vista,Apartment,Budigere,2,1148,12892,Highly Affordable,148,Bangalore - Brigade Buena Vista
274,Bangalore,Richmond Premier,Penthouse,Richmond Road,3,3818,19644,Luxury,750,Bangalore - Richmond Premier
275,Bangalore,Bearys Anugraha,Independent House,Lingarajapuram,6,5492,9167,Moderately Affordable,550,Bangalore - Bearys Anugraha
276,Bangalore,ELV Blossom,Apartment,Whitefield,2,1100,24091,Moderately Affordable,265,Bangalore - ELV Blossom
277,Bangalore,Prestige Falcon City,Apartment,Konanakunte,3,1591,19799,Moderately Affordable,315,Bangalore - Prestige Falcon City
278,Bangalore,Sattva Anugraha CHS,Apartment,Vijayanagar,3,1483,12138,Highly Affordable,180,Bangalore - Sattva Anugraha CHS
279,Bangalore,Gopalan Olympia,Apartment,Kumbalgodu,3,1360,11029,Highly Affordable,150,Bangalore - Gopalan Olympia
280,Bangalore,Prestige Lakeside Habitat,Apartment,Varthur,5,2280,15789,Moderately Affordable,360,Bangalore - Prestige Lakeside Habitat
281,Bangalore,Shriram Suhaana,Apartment,Yelahanka,2,1305,9962,Highly Affordable,130,Bangalore - Shriram Suhaana
282,Bangalore,Nandanam Paradise,Apartment,Horamavu,2,1296,6173,Highly Affordable,80,Bangalore - Nandanam Paradise
283,Bangalore,Hoysala Commanders Galleria I,Apartment,Kodigehalli,3,1755,7692,Highly Affordable,135,Bangalore - Hoysala Commanders Galleria I
284,Bangalore,Prestige Ferns Residency,Apartment,Harlur,4,2569,19074,Moderately Affordable,490,Bangalore - Prestige Ferns Residency
285,Bangalore,HM Winchester,Apartment,Rest House Road,2,1500,16667,Highly Affordable,250,Bangalore - HM Winchester
286,Bangalore,Adarsh Greens,Apartment,Kogilu,2,985,10355,Highly Affordable,102,Bangalore - Adarsh Greens
287,Bangalore,Prestige Shantiniketan,Apartment,Whitefield,2,1418,17278,Highly Affordable,245,Bangalore - Prestige Shantiniketan
288,Bangalore,Vanshika Natures Harmony,Apartment,Talaghattapura,3,1506,9695,Highly Affordable,146,Bangalore - Vanshika Natures Harmony
289,Bangalore,Prestige Park View,Apartment,Whitefield Road,3,2200,15455,Moderately Affordable,340,Bangalore - Prestige Park View
290,Bangalore,Brigade Cornerstone Utopia,Apartment,Varthur,2,1097,14859,Highly Affordable,163,Bangalore - Brigade Cornerstone Utopia
291,Bangalore,Yuva Blue Meadows,Apartment,Varthur,3,1594,9724,Highly Affordable,155,Bangalore - Yuva Blue Meadows
292,Bangalore,Godrej Ananda,Apartment,Bagaluru,3,1588,11902,Highly Affordable,189,Bangalore - Godrej Ananda
293,Bangalore,Karle Zenith,Apartment,Hebbal,3,2322,16839,Moderately Affordable,391,Bangalore - Karle Zenith
294,Bangalore,SJR Blue Waters,Apartment,Off Sarjapur Road,2,1170,13504,Highly Affordable,158,Bangalore - SJR Blue Waters
295,Bangalore,Brigade Cornerstone Utopia,Apartment,Varthur,3,1656,15097,Highly Affordable,250,Bangalore - Brigade Cornerstone Utopia
296,Bangalore,Prestige Sunrise Park,Apartment,Electronic City Phase I,2,1121,11597,Highly Affordable,130,Bangalore - Prestige Sunrise Park
297,Bangalore,Paranjape Wind Fields,Apartment,Kempapura,3,1834,13631,Highly Affordable,250,Bangalore - Paranjape Wind Fields
298,Bangalore,Ajmera Green Acres,Apartment,Kalena Agrahara,3,1565,9585,Highly Affordable,150,Bangalore - Ajmera Green Acres
299,Bangalore,Alembic Cloud Forest,Apartment,Kadugodi,2,1275,14902,Highly Affordable,190,Bangalore - Alembic Cloud Forest
300,Bangalore,Harsha Gateway,Builder Floor,Kadugodi,2,1205,2905,Highly Affordable,35,Bangalore - Harsha Gateway
301,Bangalore,Prestige Jindal City,Apartment,Bagalakunte,1,607,14003,Highly Affordable,85,Bangalore - Prestige Jindal City
302,Bangalore,SJR Luxuria,Apartment,Arekere,3,1675,12537,Highly Affordable,210,Bangalore - SJR Luxuria
303,Bangalore,Prestige Ferns Residency,Apartment,Harlur,5,2240,19196,Moderately Affordable,430,Bangalore - Prestige Ferns Residency
304,Bangalore,SKC Wilson Vintage,Apartment,Wilson Garden,5,3500,10000,Moderately Affordable,350,Bangalore - SKC Wilson Vintage
305,Bangalore,Brigade Avalon,Apartment,Whitefield,4,3862,16080,Moderately Affordable,621,Bangalore - Brigade Avalon
306,Bangalore,Myhna Maple,Apartment,Varthur,2,1200,11500,Highly Affordable,138,Bangalore - Myhna Maple
307,Bangalore,Premier Augusta,Apartment,Maruthi Sevanagar,3,1635,10703,Highly Affordable,175,Bangalore - Premier Augusta
308,Bangalore,Prestige Elysian,Apartment,Bannerghatta Road,3,1810,16022,Moderately Affordable,290,Bangalore - Prestige Elysian
309,Bangalore,Brigade Cornerstone Utopia,Apartment,Varthur,2,1259,13979,Highly Affordable,176,Bangalore - Brigade Cornerstone Utopia
310,Bangalore,Mantri Serenity,Apartment,Kanakapura Road,2,1330,11278,Highly Affordable,150,Bangalore - Mantri Serenity
311,Bangalore,Sobha Madison Heights Town Park,Apartment,Hosur Road,3,1514,30515,Moderately Affordable,462,Bangalore - Sobha Madison Heights Town Park
312,Bangalore,Brigade Laguna,Apartment,Hebbal,3,1888,17744,Moderately Affordable,335,Bangalore - Brigade Laguna
313,Bangalore,Shriram Sameeksha,Apartment,Jalahalli,3,1300,9077,Highly Affordable,118,Bangalore - Shriram Sameeksha
314,Bangalore,Abhee Aaria,Apartment,S Medihalli,2,1300,10231,Highly Affordable,133,Bangalore - Abhee Aaria
315,Bangalore,Goyal and Co Alanoville,Villa,Hennur,4,3450,13768,Moderately Affordable,475,Bangalore - Goyal and Co Alanoville
316,Bangalore,Shapoorji Pallonji Park West,Apartment,Binnipete,3,1755,15100,Moderately Affordable,265,Bangalore - Shapoorji Pallonji Park West
317,Bangalore,Brigade Exotica,Apartment,Old Madras Road,3,2990,16054,Moderately Affordable,480,Bangalore - Brigade Exotica
318,Bangalore,Mana Placido,Apartment,Whitefield,3,1714,10210,Highly Affordable,175,Bangalore - Mana Placido
319,Bangalore,Pearl City,Apartment,Sarjapur Road,2,1500,6667,Highly Affordable,100,Bangalore - Pearl City
320,Bangalore,Prasiddhi Park Vista,Independent House,Rajanukunte,4,3500,7143,Highly Affordable,250,Bangalore - Prasiddhi Park Vista
321,Bangalore,Sowparnika Olivia Nest,Apartment,Sarjapur,3,1130,7522,Highly Affordable,85,Bangalore - Sowparnika Olivia Nest
322,Bangalore,Sobha Dream Acres,Apartment,Panathur,1,656,12500,Highly Affordable,82,Bangalore - Sobha Dream Acres
323,Bangalore,Indra Keerthi Sadan,Apartment,Kadugodi,2,1310,7023,Highly Affordable,92,Bangalore - Indra Keerthi Sadan
324,Bangalore,Sri Balaji Nivas,Apartment,Arekere,3,1594,8156,Highly Affordable,130,Bangalore - Sri Balaji Nivas
325,Bangalore,Prestige Acropolis,Apartment,Kadugodi,3,2993,18376,Moderately Affordable,550,Bangalore - Prestige Acropolis
326,Bangalore,Sai Chethana,Apartment,Hulimavu,2,1140,8596,Highly Affordable,98,Bangalore - Sai Chethana
327,Bangalore,Godrej Park Retreat,Apartment,Sarjapur Road,2,987,10638,Highly Affordable,105,Bangalore - Godrej Park Retreat
328,Bangalore,Brigade Palace,Apartment,Palace Road,3,2200,12273,Moderately Affordable,270,Bangalore - Brigade Palace
329,Bangalore,Citrus IN 38,Apartment,Indiranagar,3,1850,20811,Moderately Affordable,385,Bangalore - Citrus IN 38
330,Bangalore,DSR Waterscape,Apartment,K Channasandra,3,1620,9877,Highly Affordable,160,Bangalore - DSR Waterscape
331,Bangalore,Casagrand Boulevard,Apartment,Hennur Road,2,1227,9128,Highly Affordable,112,Bangalore - Casagrand Boulevard
332,Bangalore,Mahaveer Rich,Apartment,Jalahalli West,3,1300,6515,Highly Affordable,84,Bangalore - Mahaveer Rich
333,Bangalore,Sobha Valley View,Apartment,Banashankari,2,1304,15337,Highly Affordable,200,Bangalore - Sobha Valley View
334,Bangalore,Ozone Urbana Aqua,Apartment,Devanahalli,3,1160,5776,Highly Affordable,67,Bangalore - Ozone Urbana Aqua
335,Bangalore,Windsor Heritage,Apartment,Hulimavu,3,1649,5458,Highly Affordable,90,Bangalore - Windsor Heritage
336,Bangalore,DSR Elite,Villa,Mahadevpura,4,3600,22917,Luxury,825,Bangalore - DSR Elite
337,Bangalore,NBR Soul Of The Seasons,Apartment,Mullur,3,1446,8990,Highly Affordable,130,Bangalore - NBR Soul Of The Seasons
338,Bangalore,SNN Raj Etternia,Apartment,Rajvi Nagar,3,1810,17680,Moderately Affordable,320,Bangalore - SNN Raj Etternia
339,Bangalore,VRR Fortuna,Apartment,Sarjapur Road,2,1315,12928,Highly Affordable,170,Bangalore - VRR Fortuna
340,Bangalore,Tata Raagam,Apartment,Devanahalli,3,1500,10000,Highly Affordable,150,Bangalore - Tata Raagam
341,Bangalore,Prestige Finsbury Park Hyde,Apartment,Bagaluru,3,1224,11601,Highly Affordable,142,Bangalore - Prestige Finsbury Park Hyde
342,Bangalore,Pavani Mirabilia,Apartment,Whitefield,2,1135,10573,Highly Affordable,120,Bangalore - Pavani Mirabilia
343,Bangalore,Prestige Ferns Residency,Apartment,Harlur,3,1749,19154,Moderately Affordable,335,Bangalore - Prestige Ferns Residency
344,Bangalore,Mittal Elanza,Apartment,Yelahanka,5,1905,11024,Highly Affordable,210,Bangalore - Mittal Elanza
345,Bangalore,Ananda Valmark,Apartment,Bannerghatta Road,3,1533,9654,Highly Affordable,148,Bangalore - Ananda Valmark
346,Bangalore,Adarsh Crystal,Apartment,Cambridge Layout,4,3500,20000,Moderately Affordable,700,Bangalore - Adarsh Crystal
347,Bangalore,Sobha Brooklyn Towers Town Park,Apartment,Hosur Road,2,833,13205,Highly Affordable,110,Bangalore - Sobha Brooklyn Towers Town Park
348,Bangalore,SBR Keerthi Prime,Apartment,Old Madras Road,2,1185,12996,Highly Affordable,154,Bangalore - SBR Keerthi Prime
349,Bangalore,Puravankara Purva Heights,Apartment,Bilekahalli,3,2962,9115,Moderately Affordable,270,Bangalore - Puravankara Purva Heights
350,Bangalore,Hiranandani Kingston,Apartment,Akshayanagar,5,1476,15583,Highly Affordable,230,Bangalore - Hiranandani Kingston
351,Bangalore,Prestige Lake Ridge,Apartment,Uttarahalli,3,1367,14265,Highly Affordable,195,Bangalore - Prestige Lake Ridge
352,Bangalore,Richmond Towers,Apartment,Richmond Town,3,2585,14703,Moderately Affordable,380,Bangalore - Richmond Towers
353,Bangalore,SNN Raj GreenBay,Apartment,Electronic City Phase ii,2,1205,13278,Highly Affordable,160,Bangalore - SNN Raj GreenBay
354,Bangalore,Salarpuria Sattva East Crest,Apartment,Old Madras Road,3,1409,11072,Highly Affordable,156,Bangalore - Salarpuria Sattva East Crest
355,Bangalore,Shriram Solitaire,Apartment,Yelahanka New Town,3,1920,7812,Highly Affordable,150,Bangalore - Shriram Solitaire
356,Bangalore,Sowparnika Sanvi Phase 2,Apartment,Chansandra,2,1227,6927,Highly Affordable,85,Bangalore - Sowparnika Sanvi Phase 2
357,Bangalore,Casagrand Boulevard,Apartment,Hennur Road,4,2181,9629,Highly Affordable,210,Bangalore - Casagrand Boulevard
358,Bangalore,Olety Landmark,Apartment,Basaveshwara Nagar,3,1800,15556,Moderately Affordable,280,Bangalore - Olety Landmark
359,Bangalore,Abhee Prakruthi Villa,Villa,Chandapura,3,1200,13548,Highly Affordable,162,Bangalore - Abhee Prakruthi Villa
360,Bangalore,Vanshika Natures Harmony,Apartment,Talaghattapura,5,1836,8529,Highly Affordable,156,Bangalore - Vanshika Natures Harmony
361,Bangalore,Magnolia Delight,Apartment,Rt Nagar,3,2668,13118,Moderately Affordable,350,Bangalore - Magnolia Delight
362,Bangalore,DRA Queens Corner,Penthouse,Shivaji Nagar,1,650,8462,Highly Affordable,55,Bangalore - DRA Queens Corner
363,Bangalore,Prestige Primrose Hills,Apartment,Banashankari 6th Stage,2,988,12146,Highly Affordable,120,Bangalore - Prestige Primrose Hills
364,Bangalore,SB Urban Park,Apartment,Rachenahalli,3,1955,12020,Highly Affordable,235,Bangalore - SB Urban Park
365,Hyderabad,Poulomi 90,Apartment,Kokapet,3,2820,12954,Moderately Affordable,365,Hyderabad - Poulomi 90
366,Hyderabad,NCC Urban One,Apartment,Narsingi,4,2630,11065,Moderately Affordable,291,Hyderabad - NCC Urban One
367,Hyderabad,Sri Krishna Krishe Valley,Apartment,Banjara Hills,3,2900,13793,Moderately Affordable,400,Hyderabad - Sri Krishna Krishe Valley
368,Hyderabad,Anvita Ivana,Apartment,Kollur,3,1785,6667,Highly Affordable,119,Hyderabad - Anvita Ivana
369,Hyderabad,Rajapushpa Sierra,Apartment,Tellapur,3,1665,6001,Highly Affordable,99,Hyderabad - Rajapushpa Sierra
370,Hyderabad,Hallmark Treasor,Apartment,Narsingi,3,1765,10482,Highly Affordable,185,Hyderabad - Hallmark Treasor
371,Hyderabad,My Home Navadweepa,Apartment,Madhapur,5,4160,11538,Moderately Affordable,480,Hyderabad - My Home Navadweepa
372,Hyderabad,Lansum EL Palacio,Apartment,Puppalaguda,3,2055,7600,Highly Affordable,156,Hyderabad - Lansum EL Palacio
373,Hyderabad,Gem Nakshatra,Apartment,Kokapet,3,1820,12912,Highly Affordable,235,Hyderabad - Gem Nakshatra
374,Hyderabad,Alekhya Jasmine,Apartment,Madhapur,3,2280,11842,Moderately Affordable,270,Hyderabad - Alekhya Jasmine
375,Hyderabad,SRR Sriram River View,Apartment,Narsingi,4,2985,9499,Moderately Affordable,283,Hyderabad - SRR Sriram River View
376,Hyderabad,Trendset Winz,Apartment,Nanakramguda,3,3015,11609,Moderately Affordable,350,Hyderabad - Trendset Winz
377,Hyderabad,Lansum EL Palacio,Apartment,Puppalaguda,3,2095,7999,Highly Affordable,167,Hyderabad - Lansum EL Palacio
378,Hyderabad,SAS Crown,Apartment,Kokapet,4,5492,14754,Luxury,1134,Hyderabad - SAS Crown
379,Hyderabad,Rajapushpa Sierra,Apartment,Tellapur,3,2555,7162,Highly Affordable,183,Hyderabad - Rajapushpa Sierra
380,Hyderabad,Aparna Zenon,Apartment,Puppalaguda,2,1326,11689,Highly Affordable,155,Hyderabad - Aparna Zenon
381,Hyderabad,Hirel Plaza Apartment,Apartment,Gundlapochampalli,2,840,3333,Highly Affordable,28,Hyderabad - Hirel Plaza Apartment
382,Hyderabad,Honer Vivantis,Apartment,Gopanpally,3,1565,11502,Highly Affordable,180,Hyderabad - Honer Vivantis
383,Hyderabad,Aliens Space Station,Apartment,Tellapur,5,2208,9058,Highly Affordable,200,Hyderabad - Aliens Space Station
384,Hyderabad,Candeur 40,Apartment,Miyapur,2,1215,9547,Highly Affordable,116,Hyderabad - Candeur 40
385,Hyderabad,Raheja Vistas,Apartment,Nacharam,5,1440,8681,Highly Affordable,125,Hyderabad - Raheja Vistas
386,Hyderabad,Reliance Green Village,Villa,Shankarpalli,4,5492,13694,Luxury,800,Hyderabad - Reliance Green Village
387,Hyderabad,Prestige Tranquil,Apartment,Kokapet,5,2049,12689,Moderately Affordable,260,Hyderabad - Prestige Tranquil
388,Hyderabad,Aparna Sarovar Zicon,Apartment,Nallagandla,3,1530,13072,Highly Affordable,200,Hyderabad - Aparna Sarovar Zicon
389,Hyderabad,Beyond Deccan,Apartment,S D Road,2,1150,8261,Highly Affordable,95,Hyderabad - Beyond Deccan
390,Hyderabad,Manjeera Diamond Towers,Apartment,Gopanpally,3,1680,8333,Highly Affordable,140,Hyderabad - Manjeera Diamond Towers
391,Hyderabad,Rajapushpa Provincia,Apartment,Narsingi,3,2660,12030,Moderately Affordable,320,Hyderabad - Rajapushpa Provincia
392,Hyderabad,Sri Mahalakshmi Residency,Apartment,Upparpalli,4,1921,5726,Highly Affordable,110,Hyderabad - Sri Mahalakshmi Residency
393,Hyderabad,Avantika The Espino,Apartment,Chanda Nagar,2,1300,8846,Highly Affordable,115,Hyderabad - Avantika The Espino
394,Hyderabad,Urvija Heights,Apartment,Bandlaguda Jagir,3,1505,6000,Highly Affordable,90,Hyderabad - Urvija Heights
395,Hyderabad,Aparna Sarovar Zicon,Apartment,Nallagandla,3,1740,12644,Highly Affordable,220,Hyderabad - Aparna Sarovar Zicon
396,Hyderabad,Aparna Luxor Park,Apartment,Kondapur,4,3060,15686,Moderately Affordable,480,Hyderabad - Aparna Luxor Park
397,Hyderabad,Lanco Hills Apartments,Apartment,Manikonda,3,2500,10200,Moderately Affordable,255,Hyderabad - Lanco Hills Apartments
398,Hyderabad,Radhey Raaga,Villa,Kollur,4,4591,13004,Moderately Affordable,597,Hyderabad - Radhey Raaga
399,Hyderabad,Acropolis Buildwell,Apartment,Nagole,3,1372,6195,Highly Affordable,85,Hyderabad - Acropolis Buildwell
400,Hyderabad,Rajapushpa Regalia,Apartment,Kokapet,3,1650,10182,Highly Affordable,168,Hyderabad - Rajapushpa Regalia
401,Hyderabad,Navya Navanirman Nagar,Villa,Peeranchuruvu,2,1200,8916,Highly Affordable,106,Hyderabad - Navya Navanirman Nagar
402,Hyderabad,Siri Towers Bachupally,Apartment,Bachupally,2,1200,6250,Highly Affordable,75,Hyderabad - Siri Towers Bachupally
403,Hyderabad,My Home Avatar,Apartment,Gachibowli,3,1834,12268,Highly Affordable,225,Hyderabad - My Home Avatar
404,Hyderabad,Shree Luxurio 75 Residences,Apartment,Serilingampally,3,2350,9568,Highly Affordable,224,Hyderabad - Shree Luxurio 75 Residences
405,Hyderabad,My Home Jewel,Apartment,Madinaguda,2,1245,10442,Highly Affordable,130,Hyderabad - My Home Jewel
406,Hyderabad,NSK Bliss Meadows,Apartment,Madinaguda,2,1210,6529,Highly Affordable,79,Hyderabad - NSK Bliss Meadows
407,Hyderabad,Udaya Royal Crest Apartment,Apartment,Kothaguda,3,2000,9250,Highly Affordable,185,Hyderabad - Udaya Royal Crest Apartment
408,Hyderabad,Suchirindia The Tales of Greek,Apartment,Shamshabad,2,890,5955,Highly Affordable,53,Hyderabad - Suchirindia The Tales of Greek
409,Hyderabad,Sunyuga Vantara,Apartment,Kompally,2,1309,4966,Highly Affordable,65,Hyderabad - Sunyuga Vantara
410,Hyderabad,Kanaka Durga Bhavan,Apartment,Kachiguda,4,2636,8156,Highly Affordable,215,Hyderabad - Kanaka Durga Bhavan
411,Hyderabad,Namishree BPS Twin Towers,Apartment,Saidabad,3,1705,9384,Highly Affordable,160,Hyderabad - Namishree BPS Twin Towers
412,Hyderabad,Vian Mrida,Apartment,Kollur,3,1740,6300,Highly Affordable,109,Hyderabad - Vian Mrida
413,Hyderabad,MRKR Meda Prestige,Apartment,Miyapur,2,1321,8706,Highly Affordable,115,Hyderabad - MRKR Meda Prestige
414,Hyderabad,Modi Villa Orchids,Villa,Kowkoor,3,1224,12255,Highly Affordable,150,Hyderabad - Modi Villa Orchids
415,Hyderabad,Platinum Vista Manikonda,Apartment,Manikonda,2,1280,6800,Highly Affordable,87,Hyderabad - Platinum Vista Manikonda
416,Hyderabad,Green Tech 02 Community,Villa,Wadakpally,3,1907,7866,Highly Affordable,150,Hyderabad - Green Tech 02 Community
417,Hyderabad,Aparna One,Apartment,Shaikpet,3,2876,16690,Moderately Affordable,480,Hyderabad - Aparna One
418,Hyderabad,Bollineni Bion,Apartment,Kothaguda,3,1960,13265,Moderately Affordable,260,Hyderabad - Bollineni Bion
419,Hyderabad,Candeur Lakescape,Apartment,Kondapur,3,1909,9300,Highly Affordable,177,Hyderabad - Candeur Lakescape
420,Hyderabad,Raghava Cinq,Apartment,Financial District,4,3600,9800,Moderately Affordable,352,Hyderabad - Raghava Cinq
421,Hyderabad,Neeladri Residency,Apartment,Chanda Nagar,2,1080,4537,Highly Affordable,49,Hyderabad - Neeladri Residency
422,Hyderabad,Aspire Spaces Ameya,Apartment,Miyapur,3,1625,8000,Highly Affordable,130,Hyderabad - Aspire Spaces Ameya
423,Hyderabad,Sumadhura Acropolis,Apartment,Gachibowli,3,2615,13002,Moderately Affordable,340,Hyderabad - Sumadhura Acropolis
424,Hyderabad,Anvita High 9,Apartment,Kollur,3,1965,6301,Highly Affordable,123,Hyderabad - Anvita High 9
425,Hyderabad,Cybercity Trevita,Apartment,Kothaguda,5,3500,7500,Moderately Affordable,262,Hyderabad - Cybercity Trevita
426,Hyderabad,Om Sree Skypark,Apartment,Kompally,3,2235,8077,Highly Affordable,180,Hyderabad - Om Sree Skypark
427,Hyderabad,My Home Bhooja,Apartment,Hi Tech City,4,4070,24570,Luxury,1000,Hyderabad - My Home Bhooja
428,Hyderabad,IRA Moon Glade,Apartment,Narsingi,3,3045,6502,Highly Affordable,198,Hyderabad - IRA Moon Glade
