,City,Location,Project Name,Property Title,Property Type,Locality,Price,BHK,Area_SqFt_Number,Area_per_SqFt_Price
443,Hyderabad,"Shaikpet, Hyderabad",Aparna One,3 BHK + Pooja Room 2876 Sq.Ft. Apartment in Aparna One,Apartment,Shaikpet,48000000,3,2876,16690.0
444,Hyderabad,"Kothaguda, Hyderabad",Bollineni Bion,3 BHK 1960 Sq.Ft. Apartment in Bollineni Bion,Apartment,Kothaguda,26000000,3,1960,13265.0
445,Hyderabad,"Kondapur, Hyderabad",Candeur Lakescape,"3 BHK + Pooja Room,Servant Room 1909 Sq.Ft. Apartment in Candeur Lakescape",Apartment,Kondapur,17753700,3,1909,9300.0
446,Hyderabad,"Financial District, Hyderabad",Raghava Cinq,4 BHK + Pooja Room 3600 Sq.Ft. Apartment in Raghava Cinq,Apartment,Financial District,35280000,4,3600,9800.0
447,Hyderabad,"Chanda Nagar, Hyderabad",Neeladri Residency,2 BHK 1080 Sq.Ft. Apartment in Neeladri Residency,Apartment,Chanda Nagar,4900000,2,1080,4537.0
448,Hyderabad,"Miyapur, Hyderabad",Aspire Spaces Ameya,3 BHK + Extra Room 1625 Sq.Ft. Apartment in Aspire Spaces Ameya,Apartment,Miyapur,13000000,3,1625,8000.0
449,Hyderabad,"Gachibowli, Hyderabad",Sumadhura Acropolis,3 BHK 2615 Sq.Ft. Apartment in Sumadhura Acropolis,Apartment,Gachibowli,34000000,3,2615,13002.0
450,Hyderabad,"Kollur, Hyderabad",Anvita High 9,"3 BHK + Pooja Room,Study Room,Extra Room 1965 Sq.Ft. Apartment in Anvita High 9",Apartment,Kollur,12380678,3,1965,6301.0
451,Hyderabad,"Kothaguda, Hyderabad",Cybercity Trevita,"3.5 BHK + Pooja Room,Servant Room 3500 Sq.Ft. Apartment in Cybercity Trevita",Apartment,Kothaguda,26250000,5,3500,7500.0
452,Hyderabad,"Kompally, Hyderabad",Om Sree Skypark,3 BHK 2235 Sq.Ft. Apartment in Om Sree Skypark,Apartment,Kompally,18052500,3,2235,8077.0
453,Hyderabad,"Hi Tech City, Hyderabad",My Home Bhooja,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 4070 Sq.Ft. Apartment in My Home Bhooja",Apartment,Hi Tech City,100000000,4,4070,24570.0
454,Hyderabad,"Narsingi, Hyderabad",IRA Moon Glade,3 BHK 3045 Sq.Ft. Apartment in IRA Moon Glade,Apartment,Narsingi,19800000,3,3045,6502.0
455,Hyderabad,"Kokapet, Hyderabad",Sri Fortune Sonthalia Sky Villas,"4 BHK + Pooja Room,Servant Room 7333 Sq.Ft. Apartment in Sri Fortune Sonthalia Sky Villas",Apartment,Kokapet,75996000,4,7333,10364.0
456,Hyderabad,"Kollur, Hyderabad",Venice City,3 BHK + Pooja Room 2200 Sq.Ft. Villa in Venice City,Villa,Kollur,21000000,3,2200,9545.0
457,Hyderabad,"Uppal, Hyderabad",Udaya Skyvert,3 BHK 1755 Sq.Ft. Apartment in Udaya Skyvert,Apartment,Uppal,10530000,3,1755,6000.0
458,Hyderabad,"Kondapur, Hyderabad",Aparna Serene Park,3 BHK + Pooja Room 1595 Sq.Ft. Apartment in Aparna Serene Park,Apartment,Kondapur,22330000,3,1595,14000.0
459,Hyderabad,"Banjara Hills, Hyderabad",White House Banjara Hills,2 BHK + Pooja Room 1350 Sq.Ft. Apartment in White House Banjara Hills,Apartment,Banjara Hills,18225000,2,1350,13500.0
460,Hyderabad,"Osman Nagar, Hyderabad",Magna Majestic Meadows,4 BHK 3632 Sq.Ft. Villa in Magna Majestic Meadows,Villa,Osman Nagar,55000000,4,3632,15143.0
461,Hyderabad,"Kokapet, Hyderabad",Brigade Gateway,4 BHK 4980 Sq.Ft. Apartment in Brigade Gateway,Apartment,Kokapet,0,4,4980,0.0
462,Hyderabad,"Narsingi, Hyderabad",Hallmark Vicinia,3 BHK + Pooja Room 1760 Sq.Ft. Apartment in Hallmark Vicinia,Apartment,Narsingi,18200000,3,1760,10341.0
463,Hyderabad,"Shankarpalli, Hyderabad",Sark One,"4 BHK + Pooja Room,Servant Room,Study Room 4500 Sq.Ft. Villa in Sark One",Villa,Shankarpalli,75000000,4,4500,16667.0
464,Hyderabad,"Nizampet, Hyderabad",Shiva Lavista,2 BHK + Pooja Room 1230 Sq.Ft. Apartment in Shiva Lavista,Apartment,Nizampet,8026000,2,1230,6525.0
465,Hyderabad,"Gopanpally, Hyderabad",Honer Vivantis,3 BHK + Pooja Room 1725 Sq.Ft. Apartment in Honer Vivantis,Apartment,Gopanpally,18000000,3,1725,10435.0
466,Hyderabad,"Shaikpet, Hyderabad",Aditya Empress Towers,3 BHK + Pooja Room 1900 Sq.Ft. Apartment in Aditya Empress Towers,Apartment,Shaikpet,19000000,3,1900,10000.0
467,Hyderabad,"Bachupally, Hyderabad",TMSR Skyler,2 BHK 1194 Sq.Ft. Apartment in TMSR Skyler,Apartment,Bachupally,9800000,2,1194,8208.0
468,Hyderabad,"Tellapur, Hyderabad",My Home Tridasa,3 BHK + Pooja Room 1840 Sq.Ft. Apartment in My Home Tridasa,Apartment,Tellapur,19000000,3,1840,10326.0
469,Hyderabad,"Narsingi, Hyderabad",Lansum El Dorado,3 BHK 2180 Sq.Ft. Apartment in Lansum El Dorado,Apartment,Narsingi,21800000,3,2180,10000.0
470,Hyderabad,"Gaganpahad, Hyderabad",Dev Signature One,3 BHK 1853 Sq.Ft. Apartment in Dev Signature One,Apartment,Gaganpahad,16000000,3,1853,8635.0
471,Hyderabad,"Narsingi, Hyderabad",Rajapushpa Provincia,3 BHK + Pooja Room 1715 Sq.Ft. Apartment in Rajapushpa Provincia,Apartment,Narsingi,21700000,3,1715,12653.0
472,Chennai,"Guduvanchery, Chennai",Lancor Lumina 2020,2.5 BHK 1257 Sq.Ft. Apartment in Lancor Lumina 2020,Apartment,Guduvanchery,5700000,5,1257,4535.0
473,Chennai,"Mahabalipuram, Chennai",Arun Excello Ziva,2 BHK + Pooja Room 540 Sq.Ft. Apartment in Arun Excello Ziva,Apartment,Mahabalipuram,2200000,2,540,4074.0
474,Chennai,"Pammal, Chennai",Pammal Dream Valley,2 BHK 660 Sq.Ft. Apartment in Pammal Dream Valley,Apartment,Pammal,4100000,2,660,6212.0
475,Chennai,"Kattupakkam, Chennai",Teamwork Kattupakkam,3 BHK 863 Sq.Ft. Apartment in Teamwork Kattupakkam,Apartment,Kattupakkam,8900000,3,863,10313.0
476,Chennai,"Urapakkam, Chennai",Sis Marakesh,3 BHK 1370 Sq.Ft. Apartment in Sis Marakesh,Apartment,Urapakkam,8500000,3,1370,6204.0
477,Chennai,"Thalambur, Chennai",Casa Grande Pavilion,5 BHK 3300 Sq.Ft. Villa in Casa Grande Pavilion,Villa,Thalambur,26300000,5,3300,7970.0
478,Chennai,"Kolapakkam, Chennai",Sri Shanmuga Flats,2 BHK + Pooja Room 1200 Sq.Ft. Apartment in Sri Shanmuga Flats,Apartment,Kolapakkam,4500000,2,1200,3750.0
479,Chennai,"Thiruporur, Chennai",Ceedeeyes chennaipattinam,"3 BHK + Servant Room,Study Room 1500 Sq.Ft. Apartment in Ceedeeyes chennaipattinam",Apartment,Thiruporur,8000000,3,1500,5333.0
480,Chennai,"Madambakkam, Chennai",RMR Saru Silamban,2 BHK 812 Sq.Ft. Apartment in RMR Saru Silamban,Apartment,Madambakkam,5684000,2,812,7000.0
481,Chennai,"Kundrathur, Chennai",Casagrand Highclere,2 BHK 1058 Sq.Ft. Apartment in Casagrand Highclere,Apartment,Kundrathur,5500000,2,1058,5198.0
482,Delhi,"Uttam Nagar, Delhi",SA HOMES I,2.5 BHK 456 Sq.Ft. Builder Floor in SA HOMES I,Builder Floor,Uttam Nagar,0,5,456,0.0
483,Delhi,"Safdarjung Enclave, Delhi",Veera Safdarjung Enclave,"4 BHK + Pooja Room,Servant Room,Study Room,Extra Room 2700 Sq.Ft. Apartment in Veera Safdarjung Enclave",Apartment,Safdarjung Enclave,150000000,4,2700,55556.0
484,Delhi,"Khanpur, Delhi",Rattan Apartment,3 BHK + Pooja Room 950 Sq.Ft. Builder Floor in Rattan Apartment,Builder Floor,Khanpur,5300000,3,950,5579.0
485,Delhi,"Greater Kailash, Delhi",Boutique Residential Apartments R-62,3.5 BHK + Extra Room 2000 Sq.Ft. Builder Floor in Boutique Residential Apartments R-62,Builder Floor,Greater Kailash,47500000,5,2000,23750.0
486,Delhi,"Jasola, Delhi",RWA Jasola Sector 8 SFS Flat,2 BHK 950 Sq.Ft. Apartment in RWA Jasola Sector 8 SFS Flat,Apartment,Jasola,19500000,2,950,20526.0
487,Delhi,"Okhla, Delhi",Godrej South Estate Okhla,3 BHK 2800 Sq.Ft. Apartment in Godrej South Estate Okhla,Apartment,Okhla,69000000,3,2800,24643.0
488,Delhi,"Chattarpur, Delhi",Palm Residency Chhatarpur,4 BHK 2250 Sq.Ft. Builder Floor in Palm Residency Chhatarpur,Builder Floor,Chattarpur,18000000,4,2250,8000.0
489,Delhi,"Mayur Vihar Phase 1, Delhi",Vigyapan Lok Apartments,3.5 BHK + Servant Room 1550 Sq.Ft. Apartment in Vigyapan Lok Apartments,Apartment,Mayur Vihar Phase 1,28500000,5,1550,18387.0
490,Delhi,"Okhla, Delhi",Godrej South Estate Okhla,2 BHK 1195 Sq.Ft. Apartment in Godrej South Estate Okhla,Apartment,Okhla,31100000,2,1195,26025.0
491,Delhi,"Patparganj, Delhi",Parshav Vihar,2 BHK + Pooja Room 1000 Sq.Ft. Apartment in Parshav Vihar,Apartment,Patparganj,15000000,2,1000,15000.0
492,Delhi,"Sector 16b Dwarka, Delhi",The Vegas,"4 BHK + Pooja Room,Study Room 1441 Sq.Ft. Builder Floor in The Vegas",Builder Floor,Sector 16b Dwarka,13000000,4,1441,9022.0
493,Delhi,"Karol Bagh, Delhi",Unity The Amaryllis,2 BHK 1025 Sq.Ft. Apartment in Unity The Amaryllis,Apartment,Karol Bagh,22900000,2,1025,22341.0
494,Delhi,"Vasundhara Enclave, Delhi",Abhinav Apartments,3 BHK + Pooja Room 1350 Sq.Ft. Apartment in Abhinav Apartments,Apartment,Vasundhara Enclave,15500000,3,1350,11481.0
495,Delhi,"Karol Bagh, Delhi",Unity The Amaryllis,4 BHK 3750 Sq.Ft. Apartment in Unity The Amaryllis,Apartment,Karol Bagh,77500000,4,3750,20667.0
496,Delhi,"Chattarpur, Delhi",Palm Residency Chhatarpur,3 BHK 1350 Sq.Ft. Builder Floor in Palm Residency Chhatarpur,Builder Floor,Chattarpur,8500000,3,1350,6296.0
497,Gurgaon,"Sector 104, Gurgaon",Hero Homes Gurgaon,2 BHK 683 Sq.Ft. Apartment in Hero Homes Gurgaon,Apartment,Sector 104,16000000,2,683,23426.0
498,Gurgaon,"Sector 37d, Gurgaon",Ramprastha City The Atrium,2 BHK 1055 Sq.Ft. Apartment in Ramprastha City The Atrium,Apartment,Sector 37d,11000000,2,1055,10427.0
499,Gurgaon,"Sector 62, Gurgaon",Pivotal Paradise,2 BHK + Pooja Room 686 Sq.Ft. Apartment in Pivotal Paradise,Apartment,Sector 62,11000000,2,686,16035.0
500,Gurgaon,"Sector 50, Gurgaon",Unitech Escape,3 BHK + Servant Room 2097 Sq.Ft. Apartment in Unitech Escape,Apartment,Sector 50,33500000,3,2097,15975.0
501,Gurgaon,"Sector 67a, Gurgaon",Pyramid Urban Homes 3,2 BHK 698 Sq.Ft. Apartment in Pyramid Urban Homes 3,Apartment,Sector 67a,8500000,2,698,12178.0
502,Gurgaon,"Sector 99, Gurgaon",Pivotal Riddhi Siddhi,2 BHK 587 Sq.Ft. Apartment in Pivotal Riddhi Siddhi,Apartment,Sector 99,6551000,2,587,11160.0
503,Gurgaon,"Sohna Sector 33, Gurgaon",Central Park 3 Flower Valley,3 BHK + Servant Room 1642 Sq.Ft. Apartment in Central Park 3 Flower Valley,Apartment,Sohna Sector 33,22500000,3,1642,13703.0
504,Gurgaon,"Sector 66, Gurgaon",Emaar The Palm Drive-The Premier Terraces,"3 BHK + Servant Room,Study Room 2125 Sq.Ft. Apartment in Emaar The Palm Drive-The Premier Terraces",Apartment,Sector 66,42800000,3,2125,20141.0
505,Gurgaon,"Sushant Lok ii, Gurgaon",Suncity Heights,3.5 BHK + Servant Room 2341 Sq.Ft. Apartment in Suncity Heights,Apartment,Sushant Lok ii,55000000,5,2341,23494.0
506,Gurgaon,"Sector 77, Gurgaon",Emaar Palm Hills,4 BHK + Servant Room 1950 Sq.Ft. Apartment in Emaar Palm Hills,Apartment,Sector 77,27500000,4,1950,14103.0
507,Gurgaon,"Sector 88a, Gurgaon",The Center Court,3 BHK 888 Sq.Ft. Apartment in The Center Court,Apartment,Sector 88a,22500000,3,888,25338.0
508,Gurgaon,"Sushant Lok I, Gurgaon",Realtech The Luxurium,4 BHK 2750 Sq.Ft. Builder Floor in Realtech The Luxurium,Builder Floor,Sushant Lok I,45000000,4,2750,16364.0
509,Gurgaon,"Sohna Sector 35, Gurgaon",HCBS Sports Ville,2 BHK 737 Sq.Ft. Apartment in HCBS Sports Ville,Apartment,Sohna Sector 35,5000000,2,737,6784.0
510,Gurgaon,"Sector 104, Gurgaon",Hero Homes Gurgaon,2 BHK 1099 Sq.Ft. Apartment in Hero Homes Gurgaon,Apartment,Sector 104,16500000,2,1099,15014.0
511,Gurgaon,"Sector 108, Gurgaon",Sobha City Gurgaon,3 BHK + Study Room 2072 Sq.Ft. Apartment in Sobha City Gurgaon,Apartment,Sector 108,45000000,3,2072,21718.0
512,Gurgaon,"Sector 113, Gurgaon",Tata La Vida,3 BHK + Servant Room 1573 Sq.Ft. Apartment in Tata La Vida,Apartment,Sector 113,25000000,3,1573,15893.0
513,Gurgaon,"Sector 99, Gurgaon",Pivotal Riddhi Siddhi,2 BHK 587 Sq.Ft. Apartment in Pivotal Riddhi Siddhi,Apartment,Sector 99,6500000,2,587,11073.0
514,Gurgaon,"Sector 59, Gurgaon",Paras Floret,3 BHK + Extra Room 1750 Sq.Ft. Builder Floor in Paras Floret,Builder Floor,Sector 59,32500000,3,1750,18571.0
515,Gurgaon,"Sector 36a, Gurgaon",Max Estate 360,4 BHK 3531 Sq.Ft. Apartment in Max Estate 360,Apartment,Sector 36a,70320000,4,3531,19915.0
516,Gurgaon,"Sector 108, Gurgaon",Raheja Vedaanta,5 BHK + Servant Room 5534 Sq.Ft. Penthouse in Raheja Vedaanta,Penthouse,Sector 108,44500000,5,5534,8041.0
517,Gurgaon,"Sector 67, Gurgaon",M3M Merlin,3 BHK + Pooja Room 2025 Sq.Ft. Apartment in M3M Merlin,Apartment,Sector 67,35200000,3,2025,17383.0
518,Gurgaon,"Sector 65, Gurgaon",M3M Golf Estate,3 BHK 3799 Sq.Ft. Apartment in M3M Golf Estate,Apartment,Sector 65,85000000,3,3799,22374.0
519,Gurgaon,"Sector 95a, Gurgaon",JMS The Pride,2.5 BHK 1160 Sq.Ft. Apartment in JMS The Pride,Apartment,Sector 95a,18000000,5,1160,15517.0
520,Gurgaon,"Sector 37d, Gurgaon",Signature Global The Millennia,2 BHK 696 Sq.Ft. Apartment in Signature Global The Millennia,Apartment,Sector 37d,7360000,2,696,10575.0
521,Gurgaon,"Sector 108, Gurgaon",Experion Hub 108,2 BHK + Servant Room 1283 Sq.Ft. Apartment in Experion Hub 108,Apartment,Sector 108,14500000,2,1283,11302.0
522,Gurgaon,"Sector 47, Gurgaon",Bestech Park View Spa,3 BHK + Pooja Room 2470 Sq.Ft. Apartment in Bestech Park View Spa,Apartment,Sector 47,35000000,3,2470,14170.0
523,Gurgaon,"Sector 81, Gurgaon",Signature Global Synera,2.5 BHK 735 Sq.Ft. Apartment in Signature Global Synera,Apartment,Sector 81,8600000,5,735,11701.0
524,Gurgaon,"Sector 95a, Gurgaon",JMS Primeland,2.5 BHK + Pooja Room 1160 Sq.Ft. Builder Floor in JMS Primeland,Builder Floor,Sector 95a,11000000,5,1160,9483.0
525,Gurgaon,"Sector 70, Gurgaon",Tulip Crimson,"4 BHK + Pooja Room,Servant Room 3090 Sq.Ft. Apartment in Tulip Crimson",Apartment,Sector 70,0,4,3090,0.0
526,Gurgaon,"Sector 52, Gurgaon",Ansal Sushant Estate,4 BHK 1690 Sq.Ft. Apartment in Ansal Sushant Estate,Apartment,Sector 52,27500000,4,1690,16272.0
527,Gurgaon,"South City 1, Gurgaon",Unitech South City 1,4 BHK + Servant Room 2500 Sq.Ft. Builder Floor in Unitech South City 1,Builder Floor,South City 1,38500000,4,2500,15400.0
528,Gurgaon,"Sector 89, Gurgaon",3C Orris Greenopolis,3.5 BHK + Servant Room 1957 Sq.Ft. Apartment in 3C Orris Greenopolis,Apartment,Sector 89,16000000,5,1957,8176.0
529,Gurgaon,"Sector 113, Gurgaon",M3M Capital,3 BHK + Extra Room 2298 Sq.Ft. Apartment in M3M Capital,Apartment,Sector 113,0,3,2298,0.0
530,Gurgaon,"Sector 63a, Gurgaon",Anant Raj The Estate Floors,4 BHK + Servant Room 2350 Sq.Ft. Builder Floor in Anant Raj The Estate Floors,Builder Floor,Sector 63a,30000000,4,2350,12766.0
531,Gurgaon,"Nawada Fatehpur, Gurgaon",Pyramid Elite,2 BHK 581 Sq.Ft. Apartment in Pyramid Elite,Apartment,Nawada Fatehpur,7000000,2,581,12048.0
532,Gurgaon,"Sohna Sector 6, Gurgaon",Arete India Our Homes 3,2.5 BHK 710 Sq.Ft. Apartment in Arete India Our Homes 3,Apartment,Sohna Sector 6,5300000,5,710,7465.0
533,Gurgaon,"Sohna Sector 36, Gurgaon",Signature Global Park,3 BHK 1440 Sq.Ft. Builder Floor in Signature Global Park,Builder Floor,Sohna Sector 36,13789000,3,1440,9576.0
534,Gurgaon,"Sector 102, Gurgaon",ROF Aalayas,2 BHK 600 Sq.Ft. Apartment in ROF Aalayas,Apartment,Sector 102,600000,2,600,1000.0
535,Gurgaon,"Sector 107, Gurgaon",M3M Woodshire,2 BHK + Pooja Room 1534 Sq.Ft. Apartment in M3M Woodshire,Apartment,Sector 107,12500000,2,1534,8149.0
536,Gurgaon,"Sector 65, Gurgaon",M3M 65 Avenue,3 BHK + Servant Room 2054 Sq.Ft. Apartment in M3M 65 Avenue,Apartment,Sector 65,39000000,3,2054,18987.0
537,Gurgaon,"Sector 61, Gurgaon",Smart World Orchard,3.5 BHK 1679 Sq.Ft. Apartment in Smart World Orchard,Apartment,Sector 61,28600000,5,1679,17034.0
538,Gurgaon,"Sector 62, Gurgaon",Pivotal Paradise,2 BHK 657 Sq.Ft. Apartment in Pivotal Paradise,Apartment,Sector 62,8500000,2,657,12938.0
539,Gurgaon,"Sector 67, Gurgaon",Pyramid Square 67A,2 BHK + Pooja Room 800 Sq.Ft. Apartment in Pyramid Square 67A,Apartment,Sector 67,7800000,2,800,9750.0
540,Gurgaon,"Sector 65, Gurgaon",Emaar Emerald Floors,4 BHK + Extra Room 1750 Sq.Ft. Builder Floor in Emaar Emerald Floors,Builder Floor,Sector 65,32600000,4,1750,18629.0
541,Gurgaon,"Sector 85, Gurgaon",SS The Leaf,3.5 BHK + Servant Room 2408 Sq.Ft. Apartment in SS The Leaf,Apartment,Sector 85,27500000,5,2408,11420.0
542,Gurgaon,"Sector 79, Gurgaon",Supertech Araville,3.5 BHK + Servant Room 1530 Sq.Ft. Apartment in Supertech Araville,Apartment,Sector 79,15500000,5,1530,10131.0
543,Gurgaon,"Sector 59, Gurgaon",Conscient Hines Elevate,4 BHK + Servant Room 1855 Sq.Ft. Apartment in Conscient Hines Elevate,Apartment,Sector 59,48230000,4,1855,26000.0
544,Gurgaon,"Sector 99a, Gurgaon",Pareena Coban Residences,2.5 BHK + Servant Room 1550 Sq.Ft. Apartment in Pareena Coban Residences,Apartment,Sector 99a,16000000,5,1550,10323.0
545,Gurgaon,"Sector 81, Gurgaon",Signature Global City 81,2 BHK + Extra Room 1150 Sq.Ft. Builder Floor in Signature Global City 81,Builder Floor,Sector 81,11999999,2,1150,10435.0
546,Gurgaon,"Sohna Sector 36, Gurgaon",Signature The Serenas,2 BHK + Extra Room 583 Sq.Ft. Apartment in Signature The Serenas,Apartment,Sohna Sector 36,6700000,2,583,11492.0
547,Gurgaon,"Sector 92, Gurgaon",SARE Petioles,4 BHK + Servant Room 2180 Sq.Ft. Apartment in SARE Petioles,Apartment,Sector 92,19000000,4,2180,8716.0
548,Gurgaon,"Sector 51, Gurgaon",SS Mayfield Gardens,2 BHK + Pooja Room 1100 Sq.Ft. Builder Floor in SS Mayfield Gardens,Builder Floor,Sector 51,15000000,2,1100,13636.0
549,Gurgaon,"Sector 37d, Gurgaon",Ramprastha City The Edge Towers,2 BHK + Extra Room 1380 Sq.Ft. Apartment in Ramprastha City The Edge Towers,Apartment,Sector 37d,12000000,2,1380,8696.0
550,Gurgaon,"Sector 37c, Gurgaon",Apex Our Homes,2 BHK 850 Sq.Ft. Apartment in Apex Our Homes,Apartment,Sector 37c,5500000,2,850,6471.0
551,Gurgaon,"Sector 73, Gurgaon",DLF Alameda,3 BHK 1850 Sq.Ft. Builder Floor in DLF Alameda,Builder Floor,Sector 73,35000000,3,1850,18919.0
552,Gurgaon,"Sector 88a, Gurgaon",Godrej Oasis,3 BHK + Servant Room 1791 Sq.Ft. Apartment in Godrej Oasis,Apartment,Sector 88a,21000000,3,1791,11725.0
553,Gurgaon,"Sector 49, Gurgaon",Army Sispal Vihar,3 BHK + Extra Room 1797 Sq.Ft. Apartment in Army Sispal Vihar,Apartment,Sector 49,26000000,3,1797,14469.0
554,Gurgaon,"Sector 47, Gurgaon",Kohli One Malibu Town,"3 BHK + Pooja Room,Servant Room 1800 Sq.Ft. Builder Floor in Kohli One Malibu Town",Builder Floor,Sector 47,29000000,3,1800,16111.0
555,Gurgaon,"Sector 92, Gurgaon",Signature Global City 92,2 BHK 1010 Sq.Ft. Apartment in Signature Global City 92,Apartment,Sector 92,11000000,2,1010,10891.0
556,Gurgaon,"Manesar Sector 9, Gurgaon",JMS The Majestic,3 BHK 2082 Sq.Ft. Builder Floor in JMS The Majestic,Builder Floor,Manesar Sector 9,16994258,3,2082,8162.0
557,Gurgaon,"Sector 95, Gurgaon",Landmark Avana,3 BHK + Pooja Room 1494 Sq.Ft. Builder Floor in Landmark Avana,Builder Floor,Sector 95,15500000,3,1494,10375.0
558,Gurgaon,"Sector 70, Gurgaon",Shree Vardhman Victoria,3 BHK + Pooja Room 1950 Sq.Ft. Apartment in Shree Vardhman Victoria,Apartment,Sector 70,28500000,3,1950,14615.0
559,Gurgaon,"Sector 63a, Gurgaon",Anant Raj Ashok Estate,4 BHK + Extra Room 2400 Sq.Ft. Builder Floor in Anant Raj Ashok Estate,Builder Floor,Sector 63a,34000000,4,2400,14167.0
560,Gurgaon,"Sector 61, Gurgaon",Smart World Orchard,3.5 BHK + Extra Room 1650 Sq.Ft. Apartment in Smart World Orchard,Apartment,Sector 61,28000000,5,1650,16970.0
561,Gurgaon,"Sector 25, Gurgaon",Unitech Heritage City,4 BHK + Servant Room 3890 Sq.Ft. Apartment in Unitech Heritage City,Apartment,Sector 25,86000000,4,3890,22108.0
562,Gurgaon,"Sector 92, Gurgaon",Bestech Park View Sanskruti,3 BHK + Servant Room 2120 Sq.Ft. Apartment in Bestech Park View Sanskruti,Apartment,Sector 92,25000000,3,2120,11792.0
563,Gurgaon,"Sector 89, Gurgaon",Signature Global Proxima Phase 2,"2 BHK + Pooja Room,Extra Room 685 Sq.Ft. Apartment in Signature Global Proxima Phase 2",Apartment,Sector 89,6800000,2,685,9927.0
564,Gurgaon,"Sohna Sector 33, Gurgaon",Central Park 3 Flower Valley,2.5 BHK + Study Room 1093 Sq.Ft. Builder Floor in Central Park 3 Flower Valley,Builder Floor,Sohna Sector 33,16500000,5,1093,15096.0
565,Gurgaon,"Sector 103, Gurgaon",Indiabulls Centrum Park,4 BHK + Servant Room 2875 Sq.Ft. Apartment in Indiabulls Centrum Park,Apartment,Sector 103,30000000,4,2875,10435.0
566,Gurgaon,"Sector 104, Gurgaon",Hero Homes Gurgaon,2 BHK + Extra Room 1099 Sq.Ft. Apartment in Hero Homes Gurgaon,Apartment,Sector 104,16450000,2,1099,14968.0
567,Gurgaon,"Sohna Sector 36, Gurgaon",Signature Global Park,2.5 BHK + Study Room 1210 Sq.Ft. Apartment in Signature Global Park,Apartment,Sohna Sector 36,13500000,5,1210,11157.0
568,Gurgaon,"Sector 88a, Gurgaon",Signature Global Imperial,3 BHK 744 Sq.Ft. Apartment in Signature Global Imperial,Apartment,Sector 88a,8175100,3,744,10988.0
569,Gurgaon,"Sector 111, Gurgaon",Puri Diplomatic Greens Phase I,3 BHK + Servant Room 1700 Sq.Ft. Apartment in Puri Diplomatic Greens Phase I,Apartment,Sector 111,0,3,1700,0.0
570,Gurgaon,"Sector 95, Gurgaon",JMS Group Silver Living,2.5 BHK 1160 Sq.Ft. Apartment in JMS Group Silver Living,Apartment,Sector 95,18000000,5,1160,15517.0
571,Gurgaon,"Sector 37d, Gurgaon",Signature The Millennia 3,2 BHK 687 Sq.Ft. Apartment in Signature The Millennia 3,Apartment,Sector 37d,6500000,2,687,9461.0
572,Gurgaon,"Sector 88b, Gurgaon",Vatika Xpressions,2 BHK 1350 Sq.Ft. Builder Floor in Vatika Xpressions,Builder Floor,Sector 88b,17000000,2,1350,12593.0
573,Gurgaon,"Sector 69, Gurgaon",Tulip Yellow,3 BHK + Servant Room 1704 Sq.Ft. Apartment in Tulip Yellow,Apartment,Sector 69,21500000,3,1704,12617.0
574,Gurgaon,"Sector 112, Gurgaon",Tata Gurgaon Gateway,3 BHK + Extra Room 2215 Sq.Ft. Apartment in Tata Gurgaon Gateway,Apartment,Sector 112,31500000,3,2215,14221.0
575,Gurgaon,"Manesar Sector 1a, Gurgaon",DLF Express Greens,3 BHK + Servant Room 1958 Sq.Ft. Apartment in DLF Express Greens,Apartment,Manesar Sector 1a,14500000,3,1958,7406.0
576,Gurgaon,"Sector 33, Gurgaon",Unitech The Residences Gurgaon,3 BHK 1505 Sq.Ft. Apartment in Unitech The Residences Gurgaon,Apartment,Sector 33,26000000,3,1505,17276.0
577,Gurgaon,"Sector 37c, Gurgaon",Apex Our Homes,2 BHK 580 Sq.Ft. Apartment in Apex Our Homes,Apartment,Sector 37c,6370000,2,580,10983.0
578,Gurgaon,"Ramgarh Dhani, Gurgaon",Ireo The Corridors,2 BHK + Pooja Room 1296 Sq.Ft. Apartment in Ireo The Corridors,Apartment,Ramgarh Dhani,23500000,2,1296,18133.0
579,Gurgaon,"Sector 49, Gurgaon",SS 100,4 BHK + Servant Room 2520 Sq.Ft. Builder Floor in SS 100,Builder Floor,Sector 49,33500000,4,2520,13294.0
580,Gurgaon,"Sector 32a, Gurgaon",Raheja Atlantis II,4 BHK + Servant Room 3000 Sq.Ft. Apartment in Raheja Atlantis II,Apartment,Sector 32a,55000000,4,3000,18333.0
581,Gurgaon,"Sohna Sector 36, Gurgaon",Signature Global Park,2 BHK 822 Sq.Ft. Apartment in Signature Global Park,Apartment,Sohna Sector 36,8000000,2,822,9732.0
582,Gurgaon,"Sector 79, Gurgaon",Mapsko Mount Ville,4 BHK + Servant Room 2650 Sq.Ft. Apartment in Mapsko Mount Ville,Apartment,Sector 79,36000000,4,2650,13585.0
583,Gurgaon,"Sector 47, Gurgaon",Kohli One Malibu Town,4 BHK 2700 Sq.Ft. Builder Floor in Kohli One Malibu Town,Builder Floor,Sector 47,43000000,4,2700,15926.0
584,Gurgaon,"Sector 53, Gurgaon",Tulip Monsella,"3 BHK + Pooja Room,Servant Room 2874 Sq.Ft. Apartment in Tulip Monsella",Apartment,Sector 53,94800000,3,2874,32985.0
